geography_code,mean_normalised_score,input_variables,geography_name
E11000001,0.44035486439890753,"['3', '4', '6']",Greater Manchester
E11000002,0.4671774951410454,"['3', '4', '6']",Merseyside
E11000003,0.6325287044107709,"['3', '4', '6']",South Yorkshire
E11000006,0.5447817912702991,"['3', '4', '6']",West Yorkshire
E11000007,0.4886928562325649,"['3', '4', '6']",Tyne and Wear
E05000650,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Astley Bridge
E05000651,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Bradshaw
E05000652,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Breightmet
E05000653,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Bromley Cross
E05000654,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Crompton
E05000655,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Farnworth
E05000656,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Great Lever
E05000657,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Halliwell
E05000658,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Harper Green
E05000659,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Heaton and Lostock
E05000660,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Horwich and Blackrod
E05000661,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Horwich North East
E05000662,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Hulton
E05000663,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Kearsley
E05000664,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Little Lever and Darcy Lever
E05000665,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Rumworth
E05000666,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Smithills
E05000667,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Tonge with the Haulgh
E05000668,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Westhoughton North and Chew Moor
E05000669,0.5307128134613845,"['1', '2', '3', '4', '5', '6']",Westhoughton South
E05000719,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Alexandra
E05000720,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Chadderton Central
E05000721,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Chadderton North
E05000722,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Chadderton South
E05000723,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Coldhurst
E05000724,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Crompton
E05000725,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Failsworth East
E05000726,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Failsworth West
E05000727,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Hollinwood
E05000728,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Medlock Vale
E05000729,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Royton North
E05000730,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Royton South
E05000731,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Saddleworth North
E05000732,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Saddleworth South
E05000733,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Saddleworth West and Lees
E05000734,0.513801407430509,"['1', '2', '3', '4', '5', '6']",St James'
E05000735,0.513801407430509,"['1', '2', '3', '4', '5', '6']",St Mary's
E05000736,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Shaw
E05000737,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Waterhead
E05000738,0.513801407430509,"['1', '2', '3', '4', '5', '6']",Werneth
E05000779,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Bramhall North
E05000780,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Bramhall South and Woodford
E05000781,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Bredbury and Woodley
E05000782,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Bredbury Green and Romiley
E05000783,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Brinnington and Central
E05000784,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Cheadle and Gatley
E05000785,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Cheadle Hulme North
E05000786,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Cheadle Hulme South
E05000787,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Davenport and Cale Green
E05000788,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Edgeley and Cheadle Heath
E05000789,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Hazel Grove
E05000790,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Heald Green
E05000791,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Heatons North
E05000792,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Heatons South
E05000793,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Manor
E05000794,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Marple North
E05000795,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Marple South and High Lane
E05000796,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Offerton
E05000797,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Reddish North
E05000798,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Reddish South
E05000799,0.19109799995694177,"['1', '2', '3', '4', '5', '6']",Stepping Hill
E05000800,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Ashton Hurst
E05000801,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Ashton St Michael's
E05000802,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Ashton Waterloo
E05000803,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Audenshaw
E05000804,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Denton North East
E05000805,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Denton South
E05000806,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Denton West
E05000807,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Droylsden East
E05000808,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Droylsden West
E05000809,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Dukinfield
E05000810,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Dukinfield Stalybridge
E05000811,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Hyde Godley
E05000812,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Hyde Newton
E05000813,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Hyde Werneth
E05000814,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Longdendale
E05000815,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Mossley
E05000816,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",St Peter's
E05000817,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Stalybridge North
E05000818,0.4843918756290784,"['1', '2', '3', '4', '5', '6']",Stalybridge South
E05000819,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Altrincham
E05000820,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Ashton upon Mersey
E05000821,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Bowdon
E05000822,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Broadheath
E05000823,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Brooklands
E05000824,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Bucklow-St Martins
E05000825,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Clifford
E05000826,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Davyhulme East
E05000827,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Davyhulme West
E05000828,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Flixton
E05000829,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Gorse Hill
E05000830,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Hale Barns
E05000831,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Hale Central
E05000832,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Longford
E05000833,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Priory
E05000834,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",St Mary's
E05000835,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Sale Moor
E05000836,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Stretford
E05000837,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Timperley
E05000838,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Urmston
E05000839,0.21680927354570204,"['1', '2', '3', '4', '5', '6']",Village
E05000840,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Abram
E05000841,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Ashton
E05000842,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Aspull New Springs Whelley
E05000843,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Astley Mosley Common
E05000844,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Atherleigh
E05000845,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Atherton
E05000846,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Bryn
E05000847,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Douglas
E05000848,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Golborne and Lowton West
E05000849,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Hindley
E05000850,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Hindley Green
E05000851,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Ince
E05000852,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Leigh East
E05000853,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Leigh South
E05000854,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Leigh West
E05000855,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Lowton East
E05000856,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Orrell
E05000857,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Pemberton
E05000858,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Shevington with Lower Ground
E05000859,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Standish with Langtree
E05000860,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Tyldesley
E05000861,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Wigan Central
E05000862,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Wigan West
E05000863,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Winstanley
E05000864,0.4150642278778364,"['1', '2', '3', '4', '5', '6']",Worsley Mesnes
E05000886,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Allerton and Hunts Cross
E05000887,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Anfield
E05000888,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Belle Vale
E05000889,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Central
E05000890,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Childwall
E05000891,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Church
E05000892,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Clubmoor
E05000893,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",County
E05000894,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Cressington
E05000895,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Croxteth
E05000896,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Everton
E05000897,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Fazakerley
E05000898,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Greenbank
E05000899,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Kensington and Fairfield
E05000900,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Kirkdale
E05000901,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Knotty Ash
E05000902,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Mossley Hill
E05000903,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Norris Green
E05000904,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Old Swan
E05000905,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Picton
E05000906,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Princes Park
E05000907,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Riverside
E05000908,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",St Michael's
E05000909,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Speke-Garston
E05000910,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Tuebrook and Stoneycroft
E05000911,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Warbreck
E05000912,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Wavertree
E05000913,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",West Derby
E05000914,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Woolton
E05000915,0.5952724506474317,"['1', '2', '3', '4', '5', '6']",Yew Tree
E05000932,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Ainsdale
E05000933,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Birkdale
E05000934,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Blundellsands
E05000935,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Cambridge
E05000936,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Church
E05000937,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Derby
E05000938,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Duke's
E05000939,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Ford
E05000940,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Harington
E05000941,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Kew
E05000942,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Linacre
E05000943,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Litherland
E05000944,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Manor
E05000945,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Meols
E05000946,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Molyneux
E05000947,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Netherton and Orrell
E05000948,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Norwood
E05000949,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Park
E05000950,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Ravenmeols
E05000951,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",St Oswald
E05000952,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Sudell
E05000953,0.3990175819904416,"['1', '2', '3', '4', '5', '6']",Victoria
E05000954,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Bebington
E05000955,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Bidston and St James
E05000956,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Birkenhead and Tranmere
E05000957,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Bromborough
E05000958,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Clatterbridge
E05000959,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Claughton
E05000960,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Eastham
E05000961,0.3731175281491203,"['1', '2', '3', '4', '5', '6']","Greasby, Frankby and Irby"
E05000962,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Heswall
E05000963,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Hoylake and Meols
E05000964,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Leasowe and Moreton East
E05000965,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Liscard
E05000966,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Moreton West and Saughall Massie
E05000967,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",New Brighton
E05000968,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Oxton
E05000969,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Pensby and Thingwall
E05000970,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Prenton
E05000971,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Rock Ferry
E05000972,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Seacombe
E05000973,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Upton
E05000974,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",Wallasey
E05000975,0.3731175281491203,"['1', '2', '3', '4', '5', '6']",West Kirby and Thurstaston
E05000976,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Central
E05000977,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Cudworth
E05000978,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Darfield
E05000979,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Darton East
E05000980,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Darton West
E05000981,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Dearne North
E05000982,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Dearne South
E05000983,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Dodworth
E05000984,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Hoyland Milton
E05000985,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Kingstone
E05000986,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Monk Bretton
E05000987,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",North East
E05000988,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Old Town
E05000989,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Penistone East
E05000990,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Penistone West
E05000991,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Rockingham
E05000992,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Royston
E05000993,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",St Helens
E05000994,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Stairfoot
E05000995,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Wombwell
E05000996,0.5152971593165795,"['1', '2', '3', '4', '5', '6']",Worsbrough
E05001067,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Birtley
E05001068,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Blaydon
E05001069,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Bridges
E05001071,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Chowdene
E05001072,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Crawcrook and Greenside
E05001073,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Deckham
E05001074,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Dunston and Teams
E05001075,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Dunston Hill and Whickham East
E05001076,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Felling
E05001077,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",High Fell
E05001078,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Lamesley
E05001079,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Lobley Hill and Bensham
E05001080,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Low Fell
E05001081,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Pelaw and Heworth
E05001082,0.48979770088542746,"['1', '2', '3', '4', '5', '6']","Ryton, Crookhill and Stella"
E05001083,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Saltwell
E05001084,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Wardley and Leam Lane
E05001085,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Whickham North
E05001086,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Whickham South and Sunniside
E05001087,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Windy Nook and Whitehills
E05001088,0.48979770088542746,"['1', '2', '3', '4', '5', '6']",Winlaton and High Spen
E05001115,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Battle Hill
E05001116,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Benton
E05001117,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Camperdown
E05001118,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Chirton
E05001119,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Collingwood
E05001120,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Cullercoats
E05001121,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Howdon
E05001122,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Killingworth
E05001123,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Longbenton
E05001124,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Monkseaton North
E05001125,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Monkseaton South
E05001126,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Northumberland
E05001127,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Preston
E05001128,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Riverside
E05001129,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",St Mary's
E05001130,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Tynemouth
E05001131,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Valley
E05001132,0.3463570040094357,"['1', '2', '3', '4', '5', '6']",Wallsend
