date,geography_code,variable_name,variable_unit,value
2020-01-01,E05000125,GVA,£m,224.272886031
2020-01-01,E05000126,GVA,£m,119.63319968
2020-01-01,E05000127,GVA,£m,236.15017
2020-01-01,E05000128,GVA,£m,256.43839083
2020-01-01,E05000129,GVA,£m,4786.009605
2020-01-01,E05000130,GVA,£m,1477.03504807
2020-01-01,E05000131,GVA,£m,159.076754219
2020-01-01,E05000132,GVA,£m,187.22482295
2020-01-01,E05000133,GVA,£m,773.80748982
2020-01-01,E05000134,GVA,£m,165.580799848
2020-01-01,E05000135,GVA,£m,688.61107675
2020-01-01,E05000136,GVA,£m,225.08153991999998
2020-01-01,E05000137,GVA,£m,226.12385527
2020-01-01,E05000138,GVA,£m,10838.9239185
2020-01-01,E05000139,GVA,£m,768.2480593099999
2020-01-01,E05000140,GVA,£m,259.519726148
2020-01-01,E05000141,GVA,£m,921.92779686
2020-01-01,E05000142,GVA,£m,6106.362320551
2020-01-01,E05000143,GVA,£m,2963.714590733
2020-01-01,E05000144,GVA,£m,378.92685846
2020-01-01,E05000145,GVA,£m,252.14166016
2020-01-01,E05000170,GVA,£m,216.59477318
2020-01-01,E05000171,GVA,£m,193.03842051
2020-01-01,E05000172,GVA,£m,141.141425519
2020-01-01,E05000173,GVA,£m,1089.9238725300002
2020-01-01,E05000174,GVA,£m,271.889545386
2020-01-01,E05000175,GVA,£m,1230.3149168100001
2020-01-01,E05000176,GVA,£m,371.91005437
2020-01-01,E05000177,GVA,£m,260.125138823
2020-01-01,E05000178,GVA,£m,717.64038254
2020-01-01,E05000179,GVA,£m,673.36628272
2020-01-01,E05000180,GVA,£m,147.006331029
2020-01-01,E05000181,GVA,£m,85.7082753
2020-01-01,E05000182,GVA,£m,277.09521971
2020-01-01,E05000183,GVA,£m,190.9564831
2020-01-01,E05000184,GVA,£m,246.38049800099998
2020-01-01,E05000185,GVA,£m,117.147317945
2020-01-01,E05000186,GVA,£m,736.903913442
2020-01-01,E05000187,GVA,£m,418.80496533
2020-01-01,E05000188,GVA,£m,514.456943721
2020-01-01,E05000189,GVA,£m,197.186261259
2020-01-01,E05000190,GVA,£m,293.01618837300003
2020-01-01,E05000191,GVA,£m,412.42907752
2020-01-01,E05000192,GVA,£m,640.54003864
2020-01-01,E05000193,GVA,£m,154.426911566
2020-01-01,E05000194,GVA,£m,158.68135155
2020-01-01,E05000195,GVA,£m,502.90734223600003
2020-01-01,E05000196,GVA,£m,376.85059489
2020-01-01,E05000197,GVA,£m,478.451097889
2020-01-01,E05000198,GVA,£m,797.54463895
2020-01-01,E05000199,GVA,£m,405.25483974
2020-01-01,E05000200,GVA,£m,340.97728469000003
2020-01-01,E05000201,GVA,£m,151.621180989
2020-01-01,E05000202,GVA,£m,299.15984903000003
2020-01-01,E05000203,GVA,£m,179.689389098
2020-01-01,E05000204,GVA,£m,263.85296918299997
2020-01-01,E05000205,GVA,£m,267.91047531000004
2020-01-01,E05000206,GVA,£m,302.999475987
2020-01-01,E05000207,GVA,£m,801.09721112
2020-01-01,E05000208,GVA,£m,499.11432699
2020-01-01,E05000209,GVA,£m,239.33509002
2020-01-01,E05000210,GVA,£m,385.172117107
2020-01-01,E05000211,GVA,£m,128.436491789
2020-01-01,E05000212,GVA,£m,595.649066718
2020-01-01,E05000213,GVA,£m,298.62888466
2020-01-01,E05000214,GVA,£m,111.144797824
2020-01-01,E05000215,GVA,£m,215.69169858
2020-01-01,E05000216,GVA,£m,142.48477769
2020-01-01,E05000217,GVA,£m,171.66793531
2020-01-01,E05000218,GVA,£m,246.39482761
2020-01-01,E05000219,GVA,£m,214.04748701
2020-01-01,E05000220,GVA,£m,218.515658299
2020-01-01,E05000221,GVA,£m,186.009743421
2020-01-01,E05000222,GVA,£m,593.72457506
2020-01-01,E05000223,GVA,£m,112.203327109
2020-01-01,E05000224,GVA,£m,147.559011045
2020-01-01,E05000225,GVA,£m,1127.06673551
2020-01-01,E05000226,GVA,£m,116.126050834
2020-01-01,E05000227,GVA,£m,147.93688474
2020-01-01,E05000228,GVA,£m,272.962941799
2020-01-01,E05000229,GVA,£m,646.408895141
2020-01-01,E05000230,GVA,£m,649.483450395
2020-01-01,E05000250,GVA,£m,397.70468209999996
2020-01-01,E05000251,GVA,£m,225.56025839
2020-01-01,E05000252,GVA,£m,1035.836736445
2020-01-01,E05000253,GVA,£m,811.526177992
2020-01-01,E05000254,GVA,£m,242.376746822
2020-01-01,E05000255,GVA,£m,855.8130120100001
2020-01-01,E05000256,GVA,£m,3187.31625053
2020-01-01,E05000257,GVA,£m,204.64719921
2020-01-01,E05000258,GVA,£m,336.105620771
2020-01-01,E05000259,GVA,£m,229.21364062
2020-01-01,E05000260,GVA,£m,502.33824648
2020-01-01,E05000261,GVA,£m,436.364563111
2020-01-01,E05000262,GVA,£m,434.69647884
2020-01-01,E05000263,GVA,£m,1947.13285418
2020-01-01,E05000264,GVA,£m,368.792469566
2020-01-01,E05000265,GVA,£m,104.181330329
2020-01-01,E05000266,GVA,£m,172.96576808
2020-01-01,E05000267,GVA,£m,208.601753868
2020-01-01,E05000268,GVA,£m,127.962144096
2020-01-01,E05000269,GVA,£m,232.47466478
2020-01-01,E05000270,GVA,£m,195.68822678
2020-01-01,E05000271,GVA,£m,155.50467764
2020-01-01,E05000272,GVA,£m,269.39298387
2020-01-01,E05000273,GVA,£m,149.755871839
2020-01-01,E05000274,GVA,£m,242.27322533
2020-01-01,E05000275,GVA,£m,255.832082633
2020-01-01,E05000276,GVA,£m,377.910689245
2020-01-01,E05000277,GVA,£m,186.80654344
2020-01-01,E05000278,GVA,£m,173.972149888
2020-01-01,E05000279,GVA,£m,123.16532799000001
2020-01-01,E05000280,GVA,£m,254.494110914
2020-01-01,E05000281,GVA,£m,353.554951651
2020-01-01,E05000282,GVA,£m,153.286466953
2020-01-01,E05000283,GVA,£m,80.49558389399999
2020-01-01,E05000284,GVA,£m,403.645347615
2020-01-01,E05000285,GVA,£m,152.21985619
2020-01-01,E05000286,GVA,£m,377.50007512999997
2020-01-01,E05000287,GVA,£m,186.89363133
2020-01-01,E05000288,GVA,£m,1306.1540717399998
2020-01-01,E05000289,GVA,£m,370.61645704
2020-01-01,E05000290,GVA,£m,189.77442477
2020-01-01,E05000291,GVA,£m,196.45734645
2020-01-01,E05000292,GVA,£m,156.92891561
2020-01-01,E05000293,GVA,£m,200.27610904
2020-01-01,E05000294,GVA,£m,99.407262112
2020-01-01,E05000295,GVA,£m,162.408045465
2020-01-01,E05000296,GVA,£m,253.80801913
2020-01-01,E05000297,GVA,£m,201.8334447
2020-01-01,E05000298,GVA,£m,138.1393479
2020-01-01,E05000299,GVA,£m,128.06100286
2020-01-01,E05000300,GVA,£m,143.719395024
2020-01-01,E05000301,GVA,£m,143.35823875
2020-01-01,E05000302,GVA,£m,95.407744771
2020-01-01,E05000303,GVA,£m,367.62752847
2020-01-01,E05000304,GVA,£m,214.018842138
2020-01-01,E05000305,GVA,£m,104.62341203
2020-01-01,E05000306,GVA,£m,779.29238405
2020-01-01,E05000307,GVA,£m,163.920035838
2020-01-01,E05000308,GVA,£m,96.576653198
2020-01-01,E05000309,GVA,£m,225.51811539
2020-01-01,E05000310,GVA,£m,181.101553445
2020-01-01,E05000311,GVA,£m,170.962492268
2020-01-01,E05000312,GVA,£m,601.899061468
2020-01-01,E05000313,GVA,£m,127.339486605
2020-01-01,E05000314,GVA,£m,209.689997548
2020-01-01,E05000315,GVA,£m,141.841490128
2020-01-01,E05000316,GVA,£m,135.949503951
2020-01-01,E05000317,GVA,£m,181.317468806
2020-01-01,E05000318,GVA,£m,381.380215294
2020-01-01,E05000319,GVA,£m,1028.45795159
2020-01-01,E05000320,GVA,£m,236.90458802
2020-01-01,E05000321,GVA,£m,495.62492005400003
2020-01-01,E05000322,GVA,£m,196.30895293
2020-01-01,E05000323,GVA,£m,237.29387653
2020-01-01,E05000324,GVA,£m,135.986835631
2020-01-01,E05000325,GVA,£m,1382.511132311
2020-01-01,E05000326,GVA,£m,508.37911136
2020-01-01,E05000327,GVA,£m,172.201006595
2020-01-01,E05000328,GVA,£m,257.181907799
2020-01-01,E05000329,GVA,£m,205.35429831
2020-01-01,E05000330,GVA,£m,301.21034811
2020-01-01,E05000331,GVA,£m,3347.72153522
2020-01-01,E05000332,GVA,£m,209.974483541
2020-01-01,E05000333,GVA,£m,234.22060672
2020-01-01,E05000334,GVA,£m,127.769805679
2020-01-01,E05000335,GVA,£m,376.11709062
2020-01-01,E05000336,GVA,£m,318.71943903
2020-01-01,E05000337,GVA,£m,311.07276240199997
2020-01-01,E05000338,GVA,£m,500.27908941
2020-01-01,E05000339,GVA,£m,541.31086189
2020-01-01,E05000340,GVA,£m,1788.63633196
2020-01-01,E05000341,GVA,£m,988.79530852
2020-01-01,E05000342,GVA,£m,207.76259390799999
2020-01-01,E05000343,GVA,£m,451.91385067
2020-01-01,E05000344,GVA,£m,100.459365268
2020-01-01,E05000345,GVA,£m,494.265698158
2020-01-01,E05000346,GVA,£m,1469.941819154
2020-01-01,E05000347,GVA,£m,1063.07540741
2020-01-01,E05000348,GVA,£m,445.09467712000003
2020-01-01,E05000349,GVA,£m,197.1447298
2020-01-01,E05000350,GVA,£m,356.468559856
2020-01-01,E05000351,GVA,£m,751.565509888
2020-01-01,E05000352,GVA,£m,334.498646476
2020-01-01,E05000353,GVA,£m,190.053661296
2020-01-01,E05000354,GVA,£m,527.35475454
2020-01-01,E05000355,GVA,£m,89.551359056
2020-01-01,E05000356,GVA,£m,279.796081362
2020-01-01,E05000357,GVA,£m,628.0235536499999
2020-01-01,E05000358,GVA,£m,820.309162715
2020-01-01,E05000359,GVA,£m,173.09685826
2020-01-01,E05000360,GVA,£m,117.90250668
2020-01-01,E05000361,GVA,£m,846.1194373110001
2020-01-01,E05000362,GVA,£m,430.036136311
2020-01-01,E05000363,GVA,£m,2647.4987506499997
2020-01-01,E05000364,GVA,£m,504.18901957
2020-01-01,E05000365,GVA,£m,4001.67167891
2020-01-01,E05000366,GVA,£m,379.002759309
2020-01-01,E05000367,GVA,£m,11159.78260546
2020-01-01,E05000368,GVA,£m,2111.981679064
2020-01-01,E05000369,GVA,£m,132.30595083
2020-01-01,E05000370,GVA,£m,3042.91240728
2020-01-01,E05000371,GVA,£m,313.303892381
2020-01-01,E05000372,GVA,£m,316.03416733
2020-01-01,E05000373,GVA,£m,486.57312363
2020-01-01,E05000374,GVA,£m,115.22934785199999
2020-01-01,E05000375,GVA,£m,364.01481061
2020-01-01,E05000376,GVA,£m,413.64318495
2020-01-01,E05000377,GVA,£m,133.69064732
2020-01-01,E05000378,GVA,£m,135.37855782
2020-01-01,E05000379,GVA,£m,545.55606318
2020-01-01,E05000380,GVA,£m,393.84350636
2020-01-01,E05000381,GVA,£m,132.582954803
2020-01-01,E05000400,GVA,£m,122.639652592
2020-01-01,E05000401,GVA,£m,159.23750002
2020-01-01,E05000402,GVA,£m,580.03854409
2020-01-01,E05000403,GVA,£m,249.99851966
2020-01-01,E05000404,GVA,£m,210.84636257
2020-01-01,E05000405,GVA,£m,200.62695162
2020-01-01,E05000406,GVA,£m,542.3252901989999
2020-01-01,E05000407,GVA,£m,146.3333857
2020-01-01,E05000408,GVA,£m,1009.54672735
2020-01-01,E05000409,GVA,£m,242.105946296
2020-01-01,E05000410,GVA,£m,95.78236117
2020-01-01,E05000411,GVA,£m,154.75828312000002
2020-01-01,E05000412,GVA,£m,247.36237238
2020-01-01,E05000413,GVA,£m,154.785979053
2020-01-01,E05000414,GVA,£m,503.40752148999997
2020-01-01,E05000415,GVA,£m,139.82889558
2020-01-01,E05000416,GVA,£m,5041.0090901
2020-01-01,E05000417,GVA,£m,307.85561232000003
2020-01-01,E05000418,GVA,£m,223.12128878
2020-01-01,E05000419,GVA,£m,304.72609907000003
2020-01-01,E05000420,GVA,£m,346.155411207
2020-01-01,E05000421,GVA,£m,410.15144138
2020-01-01,E05000422,GVA,£m,172.976337842
2020-01-01,E05000423,GVA,£m,904.56075156
2020-01-01,E05000424,GVA,£m,218.0907257
2020-01-01,E05000425,GVA,£m,271.73089215
2020-01-01,E05000426,GVA,£m,739.83317252
2020-01-01,E05000427,GVA,£m,2230.03211442
2020-01-01,E05000428,GVA,£m,220.11342982
2020-01-01,E05000429,GVA,£m,149.42101798599998
2020-01-01,E05000430,GVA,£m,147.57038673
2020-01-01,E05000431,GVA,£m,130.099865108
2020-01-01,E05000432,GVA,£m,212.782681702
2020-01-01,E05000433,GVA,£m,151.797021666
2020-01-01,E05000434,GVA,£m,165.707575961
2020-01-01,E05000435,GVA,£m,134.582816968
2020-01-01,E05000436,GVA,£m,394.802940096
2020-01-01,E05000437,GVA,£m,197.07520457200002
2020-01-01,E05000438,GVA,£m,335.500081418
2020-01-01,E05000439,GVA,£m,276.982317288
2020-01-01,E05000440,GVA,£m,187.149341518
2020-01-01,E05000441,GVA,£m,194.6946563
2020-01-01,E05000442,GVA,£m,163.41470085
2020-01-01,E05000443,GVA,£m,169.351687796
2020-01-01,E05000444,GVA,£m,186.36930429
2020-01-01,E05000445,GVA,£m,104.770348384
2020-01-01,E05000446,GVA,£m,115.55055737
2020-01-01,E05000447,GVA,£m,191.642195587
2020-01-01,E05000448,GVA,£m,648.496981296
2020-01-01,E05000449,GVA,£m,324.768180688
2020-01-01,E05000450,GVA,£m,132.9077381
2020-01-01,E05000451,GVA,£m,253.668525619
2020-01-01,E05000452,GVA,£m,175.18756293
2020-01-01,E05000453,GVA,£m,155.562076317
2020-01-01,E05000454,GVA,£m,120.429182556
2020-01-01,E05000455,GVA,£m,541.51637177
2020-01-01,E05000456,GVA,£m,100.75036693999999
2020-01-01,E05000457,GVA,£m,173.254946575
2020-01-01,E05000458,GVA,£m,253.98654636900002
2020-01-01,E05000459,GVA,£m,492.25109532
2020-01-01,E05000460,GVA,£m,113.713963441
2020-01-01,E05000461,GVA,£m,84.26227604900001
2020-01-01,E05000462,GVA,£m,1001.37313332
2020-01-01,E05000463,GVA,£m,105.50104487
2020-01-01,E05000464,GVA,£m,76.76102449
2020-01-01,E05000465,GVA,£m,173.85500025
2020-01-01,E05000466,GVA,£m,294.44882224
2020-01-01,E05000467,GVA,£m,86.960523394
2020-01-01,E05000468,GVA,£m,187.84756618
2020-01-01,E05000469,GVA,£m,284.58273473
2020-01-01,E05000470,GVA,£m,160.882321256
2020-01-01,E05000471,GVA,£m,307.48021543
2020-01-01,E05000472,GVA,£m,443.44613042
2020-01-01,E05000473,GVA,£m,194.35275226
2020-01-01,E05000474,GVA,£m,395.35746634
2020-01-01,E05000475,GVA,£m,824.944699495
2020-01-01,E05000476,GVA,£m,102.079451851
2020-01-01,E05000477,GVA,£m,560.86645516
2020-01-01,E05000478,GVA,£m,213.70271668
2020-01-01,E05000479,GVA,£m,245.862238666
2020-01-01,E05000480,GVA,£m,211.580790589
2020-01-01,E05000481,GVA,£m,118.259953204
2020-01-01,E05000482,GVA,£m,136.93916719
2020-01-01,E05000483,GVA,£m,156.23746821
2020-01-01,E05000484,GVA,£m,254.19005515
2020-01-01,E05000485,GVA,£m,113.701013844
2020-01-01,E05000486,GVA,£m,137.690071663
2020-01-01,E05000487,GVA,£m,138.03264488
2020-01-01,E05000488,GVA,£m,127.99494147600001
2020-01-01,E05000489,GVA,£m,133.144130404
2020-01-01,E05000490,GVA,£m,368.009926274
2020-01-01,E05000491,GVA,£m,461.28805553999996
2020-01-01,E05000492,GVA,£m,2197.142765014
2020-01-01,E05000493,GVA,£m,104.019191846
2020-01-01,E05000494,GVA,£m,115.082792668
2020-01-01,E05000516,GVA,£m,297.18804313
2020-01-01,E05000517,GVA,£m,243.67003995000002
2020-01-01,E05000518,GVA,£m,273.87263055
2020-01-01,E05000519,GVA,£m,197.87663365999998
2020-01-01,E05000520,GVA,£m,323.49835727
2020-01-01,E05000521,GVA,£m,137.248068097
2020-01-01,E05000522,GVA,£m,319.66656729
2020-01-01,E05000523,GVA,£m,118.12215173999999
2020-01-01,E05000524,GVA,£m,269.23846588
2020-01-01,E05000525,GVA,£m,241.38165836
2020-01-01,E05000526,GVA,£m,297.95660114
2020-01-01,E05000527,GVA,£m,325.54752954
2020-01-01,E05000528,GVA,£m,1972.30851359
2020-01-01,E05000529,GVA,£m,315.33120687
2020-01-01,E05000530,GVA,£m,634.6753519600001
2020-01-01,E05000531,GVA,£m,915.38950552
2020-01-01,E05000532,GVA,£m,115.84298829
2020-01-01,E05000533,GVA,£m,116.521656749
2020-01-01,E05000555,GVA,£m,578.015194365
2020-01-01,E05000556,GVA,£m,183.941999598
2020-01-01,E05000557,GVA,£m,243.471978349
2020-01-01,E05000558,GVA,£m,158.05026685
2020-01-01,E05000559,GVA,£m,125.880695565
2020-01-01,E05000560,GVA,£m,242.24290298
2020-01-01,E05000561,GVA,£m,168.05125001
2020-01-01,E05000562,GVA,£m,279.166361258
2020-01-01,E05000563,GVA,£m,197.817341413
2020-01-01,E05000564,GVA,£m,561.456567631
2020-01-01,E05000565,GVA,£m,134.48156743
2020-01-01,E05000566,GVA,£m,230.320301255
2020-01-01,E05000567,GVA,£m,197.38533402000002
2020-01-01,E05000568,GVA,£m,131.982843033
2020-01-01,E05000569,GVA,£m,229.59172411100002
2020-01-01,E05000570,GVA,£m,221.19034182000001
2020-01-01,E05000571,GVA,£m,147.782340386
2020-01-01,E05000572,GVA,£m,199.83575205
2020-01-01,E05000590,GVA,£m,132.61203689
2020-01-01,E05000591,GVA,£m,113.323950059
2020-01-01,E05000592,GVA,£m,278.18570924
2020-01-01,E05000593,GVA,£m,178.19834125
2020-01-01,E05000594,GVA,£m,164.23634472999998
2020-01-01,E05000595,GVA,£m,369.04417821
2020-01-01,E05000596,GVA,£m,201.90928112
2020-01-01,E05000597,GVA,£m,214.68183429
2020-01-01,E05000598,GVA,£m,137.365933067
2020-01-01,E05000599,GVA,£m,197.18683674000002
2020-01-01,E05000600,GVA,£m,228.47205545
2020-01-01,E05000601,GVA,£m,210.77879436999999
2020-01-01,E05000602,GVA,£m,129.57413641
2020-01-01,E05000603,GVA,£m,336.55328626
2020-01-01,E05000604,GVA,£m,319.5434093
2020-01-01,E05000605,GVA,£m,245.938945832
2020-01-01,E05000606,GVA,£m,168.52989312
2020-01-01,E05000607,GVA,£m,231.769193174
2020-01-01,E05000608,GVA,£m,127.541227692
2020-01-01,E05000609,GVA,£m,233.388407633
2020-01-01,E05000610,GVA,£m,292.48781882000003
2020-01-01,E05000611,GVA,£m,218.62591547
2020-01-01,E05000612,GVA,£m,365.61891967
2020-01-01,E05000613,GVA,£m,276.37453394
2020-01-01,E05000614,GVA,£m,577.2382324499999
2020-01-01,E05000615,GVA,£m,163.75863661099999
2020-01-01,E05000616,GVA,£m,232.29006269
2020-01-01,E05000617,GVA,£m,158.274234249
2020-01-01,E05000618,GVA,£m,370.52765132
2020-01-01,E05000619,GVA,£m,380.95539671
2020-01-01,E05000620,GVA,£m,640.02214169
2020-01-01,E05000621,GVA,£m,364.537404415
2020-01-01,E05000622,GVA,£m,509.753347673
2020-01-01,E05000623,GVA,£m,250.76276163999998
2020-01-01,E05000624,GVA,£m,337.3982255
2020-01-01,E05000625,GVA,£m,593.81876776
2020-01-01,E05000626,GVA,£m,1217.41744453
2020-01-01,E05000627,GVA,£m,395.28999655
2020-01-01,E05000628,GVA,£m,236.095466761
2020-01-01,E05000629,GVA,£m,176.39210069
2020-01-01,E05000630,GVA,£m,389.42929944
2020-01-01,E05000631,GVA,£m,233.49341328999998
2020-01-01,E05000632,GVA,£m,1982.03694452
2020-01-01,E05000633,GVA,£m,326.88717814
2020-01-01,E05000634,GVA,£m,321.083554515
2020-01-01,E05000635,GVA,£m,150.584734862
2020-01-01,E05000636,GVA,£m,5508.15492442
2020-01-01,E05000637,GVA,£m,2040.5337404000002
2020-01-01,E05000638,GVA,£m,1096.7224643700001
2020-01-01,E05000639,GVA,£m,230.29674986999999
2020-01-01,E05000640,GVA,£m,175.77316717
2020-01-01,E05000641,GVA,£m,5995.8408257
2020-01-01,E05000642,GVA,£m,115.316391635
2020-01-01,E05000643,GVA,£m,641.4115024
2020-01-01,E05000644,GVA,£m,25036.840268
2020-01-01,E05000645,GVA,£m,182.358465317
2020-01-01,E05000646,GVA,£m,2607.926375739
2020-01-01,E05000647,GVA,£m,2518.7362518799996
2020-01-01,E05000648,GVA,£m,216.824819693
2020-01-01,E05000649,GVA,£m,22282.942665
2020-01-01,E05000650,GVA,£m,82.04778161
2020-01-01,E05000651,GVA,£m,79.73172681
2020-01-01,E05000652,GVA,£m,178.31909855
2020-01-01,E05000653,GVA,£m,110.950949932
2020-01-01,E05000654,GVA,£m,275.878140755
2020-01-01,E05000655,GVA,£m,170.203116922
2020-01-01,E05000656,GVA,£m,647.262276433
2020-01-01,E05000657,GVA,£m,742.921264734
2020-01-01,E05000658,GVA,£m,373.457829306
2020-01-01,E05000659,GVA,£m,893.155609305
2020-01-01,E05000660,GVA,£m,569.985296064
2020-01-01,E05000661,GVA,£m,91.229139045
2020-01-01,E05000662,GVA,£m,358.745683391
2020-01-01,E05000663,GVA,£m,246.888631479
2020-01-01,E05000664,GVA,£m,62.077656551
2020-01-01,E05000665,GVA,£m,174.776249006
2020-01-01,E05000666,GVA,£m,89.008865397
2020-01-01,E05000667,GVA,£m,238.19456706900002
2020-01-01,E05000668,GVA,£m,300.861866036
2020-01-01,E05000669,GVA,£m,131.658330187
2020-01-01,E05000670,GVA,£m,47.340570578
2020-01-01,E05000671,GVA,£m,345.617189751
2020-01-01,E05000672,GVA,£m,455.662881121
2020-01-01,E05000673,GVA,£m,128.898769542
2020-01-01,E05000674,GVA,£m,76.340066179
2020-01-01,E05000675,GVA,£m,251.924364119
2020-01-01,E05000676,GVA,£m,114.835420142
2020-01-01,E05000677,GVA,£m,137.860533115
2020-01-01,E05000678,GVA,£m,166.709154126
2020-01-01,E05000679,GVA,£m,90.692785222
2020-01-01,E05000680,GVA,£m,119.695812286
2020-01-01,E05000681,GVA,£m,164.282816919
2020-01-01,E05000682,GVA,£m,452.281868055
2020-01-01,E05000683,GVA,£m,156.60825385799998
2020-01-01,E05000684,GVA,£m,230.08372373
2020-01-01,E05000685,GVA,£m,138.387196478
2020-01-01,E05000686,GVA,£m,423.56099383400004
2020-01-01,E05000719,GVA,£m,242.981947399
2020-01-01,E05000720,GVA,£m,456.127863073
2020-01-01,E05000721,GVA,£m,125.43989542599999
2020-01-01,E05000722,GVA,£m,261.093023234
2020-01-01,E05000723,GVA,£m,542.302137146
2020-01-01,E05000724,GVA,£m,64.365588955
2020-01-01,E05000725,GVA,£m,116.721949044
2020-01-01,E05000726,GVA,£m,130.680304919
2020-01-01,E05000727,GVA,£m,365.294531354
2020-01-01,E05000728,GVA,£m,93.08706832200001
2020-01-01,E05000729,GVA,£m,125.333879394
2020-01-01,E05000730,GVA,£m,200.86998602
2020-01-01,E05000731,GVA,£m,146.093082884
2020-01-01,E05000732,GVA,£m,91.4697917
2020-01-01,E05000733,GVA,£m,77.367176575
2020-01-01,E05000734,GVA,£m,116.935852551
2020-01-01,E05000735,GVA,£m,405.075842775
2020-01-01,E05000736,GVA,£m,312.402826704
2020-01-01,E05000737,GVA,£m,120.958332387
2020-01-01,E05000738,GVA,£m,106.449646828
2020-01-01,E05000739,GVA,£m,94.26640668499999
2020-01-01,E05000740,GVA,£m,93.23316499
2020-01-01,E05000741,GVA,£m,194.462764785
2020-01-01,E05000742,GVA,£m,293.82664656
2020-01-01,E05000743,GVA,£m,119.391374544
2020-01-01,E05000744,GVA,£m,120.87215107
2020-01-01,E05000745,GVA,£m,268.026833806
2020-01-01,E05000746,GVA,£m,202.815255901
2020-01-01,E05000747,GVA,£m,127.985676547
2020-01-01,E05000748,GVA,£m,452.276955147
2020-01-01,E05000749,GVA,£m,136.56993840799998
