date,geography_code,geography_name,variable_name,value
2023 Q1,E07000069,Castle Point,Total households assessed as owed a duty,75
2023 Q1,E06000056,Central Bedfordshire,Total households assessed as owed a duty,377
2023 Q1,E07000130,Charnwood,Total households assessed as owed a duty,118
2023 Q1,E07000070,Chelmsford,Total households assessed as owed a duty,246
2023 Q1,E07000078,Cheltenham,Total households assessed as owed a duty,140
2023 Q1,E07000177,Cherwell,Total households assessed as owed a duty,132
2023 Q1,E06000049,Cheshire East,Total households assessed as owed a duty,429
2023 Q1,E06000050,Cheshire West & Chester,Total households assessed as owed a duty,478
2023 Q1,E07000034,Chesterfield,Total households assessed as owed a duty,142
2023 Q1,E07000225,Chichester,Total households assessed as owed a duty,121
2023 Q1,E07000118,Chorley,Total households assessed as owed a duty,145
2023 Q1,E09000001,City of London,Total households assessed as owed a duty,9
2023 Q1,E07000071,Colchester,Total households assessed as owed a duty,194
2023 Q1,E07000029,Copeland,Total households assessed as owed a duty,95
2023 Q1,E06000052,Cornwall,Total households assessed as owed a duty,741
2023 Q1,E07000079,Cotswold,Total households assessed as owed a duty,54
2023 Q1,E08000026,Coventry,Total households assessed as owed a duty,803
2023 Q1,E07000163,Craven,Total households assessed as owed a duty,38
2023 Q1,E07000226,Crawley,Total households assessed as owed a duty,151
2023 Q1,E09000008,Croydon,Total households assessed as owed a duty,NA
2023 Q1,E07000096,Dacorum,Total households assessed as owed a duty,195
2023 Q1,E06000005,Darlington,Total households assessed as owed a duty,321
2023 Q1,E07000107,Dartford,Total households assessed as owed a duty,194
2023 Q1,E06000015,Derby,Total households assessed as owed a duty,588
2023 Q1,E07000035,Derbyshire Dales,Total households assessed as owed a duty,51
2023 Q1,E08000017,Doncaster,Total households assessed as owed a duty,650
2023 Q1,E06000059,Dorset,Total households assessed as owed a duty,441
2023 Q1,E07000108,Dover,Total households assessed as owed a duty,130
2023 Q1,E08000027,Dudley,Total households assessed as owed a duty,654
2023 Q1,E06000047,Durham,Total households assessed as owed a duty,797
2023 Q1,E09000009,Ealing,Total households assessed as owed a duty,880
2023 Q1,E07000009,East Cambridgeshire,Total households assessed as owed a duty,144
2023 Q1,E07000040,East Devon,Total households assessed as owed a duty,175
2023 Q1,E07000085,East Hampshire,Total households assessed as owed a duty,113
2023 Q1,E07000242,East Hertfordshire,Total households assessed as owed a duty,132
2023 Q1,E07000137,East Lindsey,Total households assessed as owed a duty,162
2023 Q1,E06000011,East Riding of Yorkshire,Total households assessed as owed a duty,264
2023 Q1,E07000193,East Staffordshire,Total households assessed as owed a duty,67
2023 Q1,E07000244,East Suffolk,Total households assessed as owed a duty,299
2023 Q1,E07000061,Eastbourne,Total households assessed as owed a duty,165
2023 Q1,E07000086,Eastleigh,Total households assessed as owed a duty,74
2023 Q1,E07000030,Eden,Total households assessed as owed a duty,62
2023 Q1,E07000207,Elmbridge,Total households assessed as owed a duty,87
2023 Q1,E09000010,Enfield,Total households assessed as owed a duty,822
2023 Q1,E07000072,Epping Forest,Total households assessed as owed a duty,112
2023 Q1,E07000208,Epsom & Ewell,Total households assessed as owed a duty,62
2023 Q1,E07000036,Erewash,Total households assessed as owed a duty,109
2023 Q1,E07000041,Exeter,Total households assessed as owed a duty,325
2023 Q1,E07000087,Fareham,Total households assessed as owed a duty,83
2023 Q1,E07000010,Fenland,Total households assessed as owed a duty,127
2023 Q1,E07000112,Folkestone & Hythe,Total households assessed as owed a duty,136
2023 Q1,E07000080,Forest of Dean,Total households assessed as owed a duty,90
2023 Q1,E07000119,Fylde,Total households assessed as owed a duty,73
2023 Q1,E08000037,Gateshead,Total households assessed as owed a duty,469
2023 Q1,E07000173,Gedling,Total households assessed as owed a duty,91
2023 Q1,E07000081,Gloucester,Total households assessed as owed a duty,331
2023 Q1,E07000088,Gosport,Total households assessed as owed a duty,144
2023 Q1,E07000109,Gravesham,Total households assessed as owed a duty,170
2023 Q1,E07000145,Great Yarmouth,Total households assessed as owed a duty,228
2023 Q1,E09000011,Greenwich,Total households assessed as owed a duty,426
2023 Q1,E07000209,Guildford,Total households assessed as owed a duty,121
2023 Q1,E09000012,Hackney,Total households assessed as owed a duty,626
2023 Q1,E06000006,Halton,Total households assessed as owed a duty,NA
2023 Q1,E07000164,Hambleton,Total households assessed as owed a duty,63
2023 Q1,E09000013,Hammersmith & Fulham,Total households assessed as owed a duty,250
2023 Q1,E07000131,Harborough,Total households assessed as owed a duty,76
2023 Q1,E09000014,Haringey,Total households assessed as owed a duty,613
2023 Q1,E07000073,Harlow,Total households assessed as owed a duty,102
2023 Q1,E07000165,Harrogate,Total households assessed as owed a duty,205
2023 Q1,E09000015,Harrow,Total households assessed as owed a duty,290
2023 Q1,E07000089,Hart,Total households assessed as owed a duty,54
2023 Q1,E06000001,Hartlepool,Total households assessed as owed a duty,174
2023 Q1,E07000062,Hastings,Total households assessed as owed a duty,263
2023 Q1,E07000090,Havant,Total households assessed as owed a duty,178
2023 Q1,E09000016,Havering,Total households assessed as owed a duty,458
2023 Q1,E06000019,Herefordshire,Total households assessed as owed a duty,383
2023 Q1,E07000098,Hertsmere,Total households assessed as owed a duty,126
2023 Q1,E07000037,High Peak,Total households assessed as owed a duty,103
2023 Q1,E09000017,Hillingdon,Total households assessed as owed a duty,548
2023 Q1,E07000132,Hinckley & Bosworth,Total households assessed as owed a duty,142
2023 Q1,E07000227,Horsham,Total households assessed as owed a duty,111
2023 Q1,E09000018,Hounslow,Total households assessed as owed a duty,NA
2023 Q1,E07000011,Huntingdonshire,Total households assessed as owed a duty,275
2023 Q1,E07000120,Hyndburn,Total households assessed as owed a duty,63
2023 Q1,E07000202,Ipswich,Total households assessed as owed a duty,277
2023 Q1,E06000046,Isle of Wight,Total households assessed as owed a duty,193
2023 Q1,E06000053,Isles of Scilly,Total households assessed as owed a duty,0
2023 Q1,E09000019,Islington,Total households assessed as owed a duty,541
2023 Q1,E09000020,Kensington & Chelsea,Total households assessed as owed a duty,350
2023 Q1,E07000146,King's Lynn & West Norfolk,Total households assessed as owed a duty,138
2023 Q1,E06000010,Kingston upon Hull,Total households assessed as owed a duty,1029
2023 Q1,E09000021,Kingston upon Thames,Total households assessed as owed a duty,95
2023 Q1,E08000034,Kirklees,Total households assessed as owed a duty,494
2023 Q1,E08000011,Knowsley,Total households assessed as owed a duty,293
2023 Q1,E09000022,Lambeth,Total households assessed as owed a duty,727
2023 Q1,E07000121,Lancaster,Total households assessed as owed a duty,207
2023 Q1,E08000035,Leeds,Total households assessed as owed a duty,1212
2023 Q1,E06000016,Leicester,Total households assessed as owed a duty,732
2023 Q1,E07000063,Lewes,Total households assessed as owed a duty,49
2023 Q1,E09000023,Lewisham,Total households assessed as owed a duty,539
2023 Q1,E07000194,Lichfield,Total households assessed as owed a duty,93
2023 Q1,E07000138,Lincoln,Total households assessed as owed a duty,233
2023 Q1,E08000012,Liverpool,Total households assessed as owed a duty,336
2023 Q1,E06000032,Luton,Total households assessed as owed a duty,425
2023 Q1,E07000110,Maidstone,Total households assessed as owed a duty,273
2023 Q1,E07000074,Maldon,Total households assessed as owed a duty,26
2023 Q1,E07000235,Malvern Hills,Total households assessed as owed a duty,56
2023 Q1,E08000003,Manchester,Total households assessed as owed a duty,1667
2023 Q1,E07000174,Mansfield,Total households assessed as owed a duty,117
2023 Q1,E06000035,Medway Towns,Total households assessed as owed a duty,460
2023 Q1,E07000133,Melton,Total households assessed as owed a duty,120
2023 Q1,E07000187,Mendip,Total households assessed as owed a duty,133
2023 Q1,E09000024,Merton,Total households assessed as owed a duty,211
2023 Q1,E07000042,Mid Devon,Total households assessed as owed a duty,141
2023 Q1,E07000203,Mid Suffolk,Total households assessed as owed a duty,97
2023 Q1,E07000228,Mid Sussex,Total households assessed as owed a duty,102
2023 Q1,E06000002,Middlesbrough,Total households assessed as owed a duty,382
2023 Q1,E06000042,Milton Keynes,Total households assessed as owed a duty,434
2023 Q1,E07000210,Mole Valley,Total households assessed as owed a duty,71
2023 Q1,E07000091,New Forest,Total households assessed as owed a duty,170
2023 Q1,E07000175,Newark & Sherwood,Total households assessed as owed a duty,80
2023 Q1,E08000021,Newcastle on Tyne,Total households assessed as owed a duty,602
2023 Q1,E07000195,Newcastle under Lyme,Total households assessed as owed a duty,130
2023 Q1,E09000025,Newham,Total households assessed as owed a duty,589
2023 Q1,E07000043,North Devon,Total households assessed as owed a duty,217
2023 Q1,E07000038,North East Derbyshire,Total households assessed as owed a duty,67
2023 Q1,E06000012,North East Lincolnshire,Total households assessed as owed a duty,342
2023 Q1,E07000099,North Hertfordshire,Total households assessed as owed a duty,95
2023 Q1,E07000139,North Kesteven,Total households assessed as owed a duty,107
2023 Q1,E06000013,North Lincolnshire,Total households assessed as owed a duty,252
2023 Q1,E07000147,North Norfolk,Total households assessed as owed a duty,109
2023 Q1,E06000061,North Northamptonshire,Total households assessed as owed a duty,407
2023 Q1,E06000024,North Somerset,Total households assessed as owed a duty,189
2023 Q1,E08000022,North Tyneside,Total households assessed as owed a duty,253
2023 Q1,E07000218,North Warwickshire,Total households assessed as owed a duty,29
2023 Q1,E07000134,North West Leicestershire,Total households assessed as owed a duty,94
2023 Q1,E06000057,Northumberland,Total households assessed as owed a duty,269
2023 Q1,E07000148,Norwich,Total households assessed as owed a duty,261
2023 Q1,E06000018,Nottingham,Total households assessed as owed a duty,657
2023 Q1,E07000219,Nuneaton & Bedworth,Total households assessed as owed a duty,201
2023 Q1,E07000135,Oadby & Wigston,Total households assessed as owed a duty,81
2023 Q1,E08000004,Oldham,Total households assessed as owed a duty,644
2023 Q1,E07000178,Oxford,Total households assessed as owed a duty,160
2023 Q1,E07000122,Pendle,Total households assessed as owed a duty,92
2023 Q1,E06000031,Peterborough,Total households assessed as owed a duty,423
2023 Q1,E06000026,Plymouth,Total households assessed as owed a duty,458
2023 Q1,E06000044,Portsmouth,Total households assessed as owed a duty,629
2023 Q1,E07000123,Preston,Total households assessed as owed a duty,78
2023 Q1,E06000038,Reading,Total households assessed as owed a duty,354
2023 Q1,E09000026,Redbridge,Total households assessed as owed a duty,260
2023 Q1,E06000003,Redcar & Cleveland,Total households assessed as owed a duty,103
2023 Q1,E07000236,Redditch,Total households assessed as owed a duty,144
2023 Q1,E07000211,Reigate & Banstead,Total households assessed as owed a duty,127
2023 Q1,E07000124,Ribble Valley,Total households assessed as owed a duty,23
2023 Q1,E09000027,Richmond upon Thames,Total households assessed as owed a duty,123
2023 Q1,E07000166,Richmondshire,Total households assessed as owed a duty,52
2023 Q1,E08000005,Rochdale,Total households assessed as owed a duty,414
2023 Q1,E07000075,Rochford,Total households assessed as owed a duty,68
2023 Q1,E07000125,Rossendale,Total households assessed as owed a duty,173
2023 Q1,E07000064,Rother,Total households assessed as owed a duty,147
2023 Q1,E08000018,Rotherham,Total households assessed as owed a duty,366
2023 Q1,E07000220,Rugby,Total households assessed as owed a duty,NA
2023 Q1,E07000212,Runnymede,Total households assessed as owed a duty,80
2023 Q1,E07000176,Rushcliffe,Total households assessed as owed a duty,74
2023 Q1,E07000092,Rushmoor,Total households assessed as owed a duty,137
2023 Q1,E06000017,Rutland,Total households assessed as owed a duty,36
2023 Q1,E07000167,Ryedale,Total households assessed as owed a duty,61
2023 Q1,E08000006,Salford,Total households assessed as owed a duty,883
2023 Q1,E08000028,Sandwell,Total households assessed as owed a duty,444
2023 Q1,E07000168,Scarborough,Total households assessed as owed a duty,207
2023 Q1,E07000188,Sedgemoor,Total households assessed as owed a duty,179
2023 Q1,E08000014,Sefton,Total households assessed as owed a duty,282
2023 Q1,E07000169,Selby,Total households assessed as owed a duty,72
2023 Q1,E07000111,Sevenoaks,Total households assessed as owed a duty,100
2023 Q1,E08000019,Sheffield,Total households assessed as owed a duty,961
2023 Q1,E06000051,Shropshire,Total households assessed as owed a duty,364
2023 Q1,E06000039,Slough,Total households assessed as owed a duty,210
2023 Q1,E08000029,Solihull,Total households assessed as owed a duty,231
2023 Q1,E07000246,Somerset West and Taunton,Total households assessed as owed a duty,131
2023 Q1,E07000012,South Cambridgeshire,Total households assessed as owed a duty,121
2023 Q1,E07000039,South Derbyshire,Total households assessed as owed a duty,66
2023 Q1,E06000025,South Gloucestershire,Total households assessed as owed a duty,170
2023 Q1,E07000044,South Hams,Total households assessed as owed a duty,97
2023 Q1,E07000140,South Holland,Total households assessed as owed a duty,84
2023 Q1,E07000141,South Kesteven,Total households assessed as owed a duty,161
2023 Q1,E07000031,South Lakeland,Total households assessed as owed a duty,122
2023 Q1,E07000149,South Norfolk,Total households assessed as owed a duty,67
2023 Q1,E07000179,South Oxfordshire,Total households assessed as owed a duty,144
2023 Q1,E07000126,South Ribble,Total households assessed as owed a duty,169
2023 Q1,E07000189,South Somerset,Total households assessed as owed a duty,233
2023 Q1,E07000196,South Staffordshire,Total households assessed as owed a duty,40
2023 Q1,E08000023,South Tyneside,Total households assessed as owed a duty,280
2023 Q1,E06000045,Southampton,Total households assessed as owed a duty,499
2023 Q1,E06000033,Southend-on-Sea,Total households assessed as owed a duty,202
2023 Q1,E09000028,Southwark,Total households assessed as owed a duty,674
2023 Q1,E07000213,Spelthorne,Total households assessed as owed a duty,106
2023 Q1,E07000240,St Albans,Total households assessed as owed a duty,82
2023 Q1,E08000013,St Helens,Total households assessed as owed a duty,179
2023 Q1,E07000197,Stafford,Total households assessed as owed a duty,93
2023 Q1,E07000198,Staffordshire Moorlands,Total households assessed as owed a duty,70
2023 Q1,E07000243,Stevenage,Total households assessed as owed a duty,110
2023 Q1,E08000007,Stockport,Total households assessed as owed a duty,347
2023 Q1,E06000004,Stockton-on-Tees,Total households assessed as owed a duty,838
2023 Q1,E06000021,Stoke-on-Trent,Total households assessed as owed a duty,405
2023 Q1,E07000221,Stratford-on-Avon,Total households assessed as owed a duty,135
2023 Q1,E07000082,Stroud,Total households assessed as owed a duty,113
2023 Q1,E08000024,Sunderland,Total households assessed as owed a duty,504
2023 Q1,E07000214,Surrey Heath,Total households assessed as owed a duty,34
2023 Q1,E09000029,Sutton,Total households assessed as owed a duty,227
2023 Q1,E07000113,Swale,Total households assessed as owed a duty,204
2023 Q1,E06000030,Swindon,Total households assessed as owed a duty,353
2023 Q1,E08000008,Tameside,Total households assessed as owed a duty,383
2023 Q1,E07000199,Tamworth,Total households assessed as owed a duty,78
2023 Q1,E07000215,Tandridge,Total households assessed as owed a duty,69
2023 Q1,E07000045,Teignbridge,Total households assessed as owed a duty,140
2023 Q1,E06000020,Telford & Wrekin,Total households assessed as owed a duty,377
2023 Q1,E07000076,Tendring,Total households assessed as owed a duty,205
2023 Q1,E07000093,Test Valley,Total households assessed as owed a duty,122
2023 Q1,E07000083,Tewkesbury,Total households assessed as owed a duty,120
2023 Q1,E07000114,Thanet,Total households assessed as owed a duty,180
2023 Q1,E07000102,Three Rivers,Total households assessed as owed a duty,96
2023 Q1,E06000034,Thurrock,Total households assessed as owed a duty,211
2023 Q1,E07000115,Tonbridge & Malling,Total households assessed as owed a duty,104
2023 Q1,E06000027,Torbay,Total households assessed as owed a duty,372
2023 Q1,E07000046,Torridge,Total households assessed as owed a duty,112
2023 Q1,E09000030,Tower Hamlets,Total households assessed as owed a duty,654
2023 Q1,E08000009,Trafford,Total households assessed as owed a duty,258
2023 Q1,E07000116,Tunbridge Wells,Total households assessed as owed a duty,108
2023 Q1,E07000077,Uttlesford,Total households assessed as owed a duty,47
2023 Q1,E07000180,Vale of White Horse,Total households assessed as owed a duty,122
2023 Q1,E08000036,Wakefield,Total households assessed as owed a duty,422
2023 Q1,E08000030,Walsall,Total households assessed as owed a duty,192
2023 Q1,E09000031,Waltham Forest,Total households assessed as owed a duty,295
2023 Q1,E09000032,Wandsworth,Total households assessed as owed a duty,444
2023 Q1,E06000007,Warrington,Total households assessed as owed a duty,479
2023 Q1,E07000222,Warwick,Total households assessed as owed a duty,153
2023 Q1,E07000103,Watford,Total households assessed as owed a duty,101
2023 Q1,E07000216,Waverley,Total households assessed as owed a duty,82
2023 Q1,E07000065,Wealden,Total households assessed as owed a duty,105
2023 Q1,E07000241,Welwyn Hatfield,Total households assessed as owed a duty,291
2023 Q1,E06000037,West Berkshire,Total households assessed as owed a duty,120
2023 Q1,E07000047,West Devon,Total households assessed as owed a duty,54
2023 Q1,E07000127,West Lancashire,Total households assessed as owed a duty,63
2023 Q1,E07000142,West Lindsey,Total households assessed as owed a duty,166
2023 Q1,E06000062,West Northamptonshire,Total households assessed as owed a duty,567
2023 Q1,E07000181,West Oxfordshire,Total households assessed as owed a duty,83
2023 Q1,E07000245,West Suffolk,Total households assessed as owed a duty,182
2023 Q1,E09000033,Westminster,Total households assessed as owed a duty,536
2023 Q1,E08000010,Wigan,Total households assessed as owed a duty,691
2023 Q1,E06000054,Wiltshire,Total households assessed as owed a duty,452
2023 Q1,E07000094,Winchester,Total households assessed as owed a duty,94
2023 Q1,E06000040,Windsor & Maidenhead,Total households assessed as owed a duty,108
2023 Q1,E08000015,Wirral,Total households assessed as owed a duty,286
2023 Q1,E07000217,Woking,Total households assessed as owed a duty,64
2023 Q1,E06000041,Wokingham,Total households assessed as owed a duty,151
2023 Q1,E08000031,Wolverhampton,Total households assessed as owed a duty,463
2023 Q1,E07000237,Worcester,Total households assessed as owed a duty,245
2023 Q1,E07000229,Worthing,Total households assessed as owed a duty,132
2023 Q1,E07000238,Wychavon,Total households assessed as owed a duty,134
2023 Q1,E07000128,Wyre,Total households assessed as owed a duty,126
2023 Q1,E07000239,Wyre Forest,Total households assessed as owed a duty,185
2023 Q1,E06000014,York,Total households assessed as owed a duty,215
